ID_Cliente,Abandono,Genero,Adulto_Mayor,Pareja,Dependientes,Antiguedad_Meses,Servicio_Telefono,Lineas_Multiples,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Tipo_Contrato,Facturacion_Sin_Papel,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias,Cantidad_Servicios
0162-RZGMZ,0,0,1,0,0,0.06944444444444445,1,0,1,1,1,0,1,0,0,0,0,3,0.4144278606965174,0.031046618970690058,2.0,3
0164-APGRB,0,0,0,0,0,1.0,1,1,2,1,1,1,1,1,1,2,1,0,0.9616915422885571,0.9782944841910918,3.83,7
0164-XAIRP,0,0,0,0,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,2,1,2,0.012935323383084563,0.052088622201707825,0.65,0
0168-XZKBB,0,0,0,1,0,0.2638888888888889,1,1,2,0,0,0,0,1,0,0,1,0,0.6825870646766168,0.17835218093699517,2.9,2
0174-QRVVY,0,1,0,1,1,0.986111111111111,1,1,0,0,0,0,0,0,0,2,0,3,0.07064676616915422,0.2110258481421648,0.85,1
0177-PXBAT,0,1,1,1,0,0.4583333333333333,1,1,2,1,0,1,1,1,1,0,1,2,0.9119402985074626,0.42417493653357946,3.66,6
0178-CIIKR,0,0,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,1,0.01691542288557213,0.004523424878836834,0.66,0
0178-SZBHO,0,1,0,1,1,0.6527777777777778,1,1,2,0,1,0,0,1,0,0,0,0,0.6860696517412935,0.4614181860143088,2.91,3
0181-RITDD,0,1,0,1,1,0.861111111111111,1,0,2,1,1,1,1,1,1,2,0,1,0.8945273631840797,0.7854661897069005,3.6,6
0186-CAERR,0,1,0,0,0,0.986111111111111,1,1,2,1,1,1,1,1,1,1,1,2,0.9756218905472637,0.9566985921993999,3.88,7
0187-QSXOE,0,1,1,1,0,0.09722222222222221,1,0,2,0,0,0,0,1,1,0,1,0,0.7039800995024875,0.06769559196861298,2.97,2
0187-WZNAB,0,0,0,1,1,0.375,1,0,2,1,0,0,0,0,0,0,0,1,0.5587064676616916,0.22542695591968614,2.48,1
0188-GWFLE,0,1,0,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,0,0,0,1,0.01791044776119402,0.0017193630279252253,0.67,0
0191-EQUUH,0,0,0,0,1,0.3472222222222222,0,0,1,1,0,0,1,0,0,2,0,2,0.16716417910447756,0.09527463651050082,1.17,2
0191-ZHSKZ,0,1,1,0,0,0.41666666666666663,1,0,1,1,1,0,0,1,1,0,1,0,0.5621890547263682,0.24146088160627743,2.49,4
0193-ESZXP,1,0,1,1,0,0.8055555555555555,1,0,2,1,1,0,1,1,1,1,1,3,0.8681592039800995,0.713904915762751,3.52,5
0195-IESCP,1,1,0,1,0,0.1388888888888889,1,1,2,0,0,0,0,0,1,0,1,0,0.6666666666666666,0.09652665589660743,2.84,2
0196-JTUQI,0,0,0,0,0,0.125,1,1,2,0,0,0,0,0,0,0,1,3,0.5666666666666667,0.07097276713593355,2.51,1
0196-VULGZ,1,0,1,1,0,0.08333333333333333,1,1,2,0,0,0,0,0,1,0,1,0,0.6577114427860695,0.052630971613201016,2.81,2
0197-PNKNK,0,0,0,1,1,0.9583333333333333,1,1,2,1,0,1,0,0,0,1,0,2,0.6587064676616915,0.6727209785368106,2.82,3
0201-MIBOL,0,0,1,0,0,0.9166666666666666,1,1,2,1,0,0,0,1,1,2,1,2,0.8373134328358208,0.744639972305562,3.41,4
0201-OAMXR,1,0,0,0,0,0.9722222222222222,1,1,2,1,1,1,1,1,1,1,0,3,0.9681592039800994,0.9357027463651051,3.85,7
0203-HHYIJ,1,1,0,0,0,0.3472222222222222,1,1,0,0,0,0,0,0,0,1,0,2,0.07014925373134329,0.07587699053773368,0.84,1
0206-OYVOC,0,0,0,1,1,0.6388888888888888,1,0,0,0,0,0,0,0,0,2,1,1,0.009950248756218888,0.0975536579736903,0.64,0
0206-TBWLC,0,0,0,1,0,0.75,1,1,2,1,1,1,1,1,1,1,1,1,0.9592039800995026,0.6959035310408493,3.82,7
0207-MDKNV,1,0,0,0,0,0.20833333333333331,1,0,2,1,0,1,1,1,1,0,0,0,0.8641791044776118,0.18046965151165476,3.5,5
0208-BPQEJ,0,0,0,1,1,0.16666666666666666,1,0,0,0,0,0,0,0,0,0,0,2,0.011442786069651711,0.02069005308100623,0.65,0
0212-ISBBF,0,0,0,0,0,0.3055555555555555,0,0,1,0,1,0,0,1,1,0,1,0,0.31940298507462683,0.12463074082621739,1.68,3
0214-JHPFW,0,0,0,1,0,0.9722222222222222,0,0,1,0,1,1,1,1,1,2,0,2,0.3935323383084577,0.4639395338102931,1.93,5
0215-BQKGS,0,1,0,0,0,0.41666666666666663,1,0,2,1,1,1,0,0,0,0,1,3,0.6572139303482587,0.2792291714747288,2.81,3
0218-QNVAS,0,1,0,1,1,0.986111111111111,1,1,2,0,1,0,0,1,1,1,0,2,0.8189054726368158,0.8187110546965152,3.35,4
0219-QAERP,0,1,0,1,0,0.41666666666666663,1,0,0,0,0,0,0,0,0,1,0,3,0.015422885572139305,0.06437225940456959,0.66,0
0219-YTZUE,1,1,0,1,1,0.05555555555555555,1,1,2,0,1,1,0,0,0,0,1,2,0.6621890547263681,0.04074544195707362,2.83,3
0220-EBGCE,1,1,0,0,0,0.027777777777777776,1,0,2,0,0,1,0,0,1,0,1,0,0.6726368159203979,0.017135933533348722,2.86,2
0221-NAUXK,0,1,0,0,1,0.1388888888888889,1,0,0,0,0,0,0,0,0,1,1,2,0.01691542288557213,0.023159473805677358,0.66,0
0221-WMXNQ,0,1,1,0,0,0.05555555555555555,1,0,2,1,0,0,0,0,0,0,0,0,0.5681592039800994,0.029379183014078002,2.51,1
0222-CNVPT,0,1,1,0,0,0.7222222222222222,0,0,1,1,0,0,0,1,1,0,1,3,0.3039800995024875,0.2926667435956612,1.63,3
0224-HJAPT,1,1,0,0,0,0.06944444444444445,1,1,1,0,0,0,0,0,0,0,0,0,0.28756218905472636,0.023580660050773136,1.57,1
0224-NIJLP,0,1,0,1,1,0.1111111111111111,1,0,0,0,0,0,0,0,0,2,0,1,0.018905472636815884,0.016928225248096007,0.67,0
0224-RLWWD,0,0,1,0,0,0.027777777777777776,1,0,1,0,0,0,0,0,0,0,1,0,0.25920398009950246,0.008135241172397875,1.48,0
0225-ZORZP,0,1,0,0,0,0.041666666666666664,1,0,2,0,1,0,0,0,1,0,0,0,0.6572139303482587,0.024953842603277175,2.81,2
0228-MAUWC,0,1,0,0,0,0.2638888888888889,1,1,1,0,0,1,1,0,0,0,0,0,0.41094527363184075,0.12990999307639048,1.98,3
0229-LFJAF,0,1,0,0,0,1.0,1,1,1,1,1,1,1,0,0,2,0,2,0.5114427860696518,0.5642107085160397,2.32,5
0230-UBYPQ,0,1,1,1,0,0.875,0,0,1,1,0,0,1,0,0,1,0,2,0.17761194029850746,0.26310870066928227,1.2,2
0230-WEQUW,0,1,0,1,0,0.9166666666666666,0,0,1,1,1,1,1,1,0,2,1,2,0.381592039800995,0.43507962150934687,1.89,5
0231-LXVAP,1,1,0,0,0,0.013888888888888888,1,0,2,0,0,0,1,0,0,0,1,0,0.5736318407960199,0.006588968382183245,2.53,1
0233-FTHAV,0,0,0,0,0,0.8333333333333333,1,1,2,0,0,1,0,0,0,1,1,2,0.6064676616915423,0.547680590814678,2.64,2
0234-TEVTT,0,0,0,1,1,0.6666666666666666,0,0,1,1,0,1,0,0,1,1,0,3,0.26616915422885573,0.2512693284098777,1.5,3
0235-KGSLC,1,0,0,0,0,0.013888888888888888,1,0,2,0,0,1,0,1,0,0,1,3,0.6696517412935323,0.007702515578121394,2.85,2
0236-HFWSV,1,1,0,0,0,0.20833333333333331,1,1,2,0,0,0,0,1,1,0,1,0,0.7472636815920397,0.1645338102930995,3.11,3
0237-YFUTL,0,0,0,1,0,0.6944444444444444,1,1,2,1,1,0,1,1,1,0,1,2,0.9094527363184081,0.6216247403646434,3.66,6
0238-WHBIQ,0,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,2,0,3,0.7109452736318408,0.7293445649665359,2.99,7
0239-OXEXL,0,0,0,0,0,0.6388888888888888,1,1,2,1,1,0,0,0,0,0,0,1,0.6567164179104478,0.4418186014308793,2.81,3
0244-LGNFY,0,0,0,1,1,1.0,1,1,1,1,1,1,1,1,1,2,0,2,0.7402985074626866,0.7747749826909762,3.09,7
0247-SLUJI,0,1,0,1,1,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,1,0.014427860696517386,0.00010385414262635562,0.66,0
0248-IPDFW,0,0,0,0,0,0.013888888888888888,1,1,1,0,0,0,0,0,0,0,1,0,0.3169154228855721,0.003611816293561043,1.67,1
0248-PGHBZ,0,0,1,0,0,0.9305555555555555,1,0,2,1,1,0,1,1,0,2,1,2,0.7383084577114428,0.7064447265174245,3.08,4
0253-ZTEOB,0,0,0,1,1,0.6666666666666666,1,1,1,0,1,0,1,1,1,2,0,0,0.6109452736318408,0.44443803369489965,2.66,5
0254-FNMCI,0,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,2,1,0,0.9119402985074626,0.87761366258943,3.66,6
0254-KCJGT,0,1,0,1,0,0.7222222222222222,1,1,1,1,1,1,1,0,1,1,1,3,0.6283582089552239,0.5003057927532887,2.71,6
0254-WWRKD,0,0,0,1,1,0.9305555555555555,1,0,1,0,1,0,0,0,0,1,0,3,0.32139303482587056,0.3938322178629125,1.68,1
0256-LTHVJ,1,0,0,1,1,0.38888888888888884,1,0,2,0,0,0,0,0,1,0,1,0,0.6248756218905472,0.25482344795753514,2.7,1
0257-KXZGU,0,0,0,1,1,0.4444444444444444,1,1,1,0,1,1,0,0,0,0,0,2,0.4398009950248757,0.2338737595199631,2.08,3
0257-ZESQC,1,0,1,1,0,0.375,1,0,2,1,0,0,0,0,0,0,1,2,0.5666666666666667,0.22046503577198245,2.51,1
0258-NOKBL,0,1,0,0,0,0.041666666666666664,1,0,2,0,1,1,0,0,1,0,0,0,0.7179104477611941,0.028807985229633046,3.01,3
0259-GBZSH,1,1,0,0,0,0.027777777777777776,1,1,2,0,0,0,0,1,0,0,1,0,0.6706467661691543,0.018774521117009002,2.86,2
0260-ZDLGK,1,0,0,0,1,0.125,1,0,1,0,0,1,1,1,1,0,1,1,0.5437810945273632,0.07299792291714748,2.43,4
0263-FJTQO,0,1,0,1,1,0.6944444444444444,1,1,1,1,0,0,1,1,0,2,1,3,0.5199004975124378,0.40016732056312027,2.35,4
0264-CNITK,0,0,0,1,1,0.986111111111111,1,0,0,0,0,0,0,0,0,2,0,2,0.01840796019900498,0.1581813985691207,0.67,0
0265-EDXBD,1,1,1,1,0,0.4444444444444444,1,1,2,0,0,0,0,0,0,0,1,0,0.5636815920398011,0.26362220170782363,2.5,1
0265-PSUAE,0,0,0,1,1,0.2222222222222222,1,0,2,1,0,1,0,1,1,0,0,2,0.8203980099502487,0.1735402723286407,3.36,4
0266-CLZKZ,0,0,0,1,1,0.9305555555555555,1,1,2,0,0,1,1,1,1,2,1,2,0.8696517412935324,0.7730325409646895,3.52,5
0266-GMEAO,0,1,0,1,1,1.0,1,1,2,1,1,1,1,1,1,2,1,3,0.9557213930348257,0.9277348257558274,3.81,7
0268-QKIWO,1,0,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0.014925373134328346,0.004621509346872836,0.66,0
0269-XFESX,0,1,0,1,1,0.3194444444444444,1,1,0,0,0,0,0,0,0,1,0,1,0.06069651741293533,0.05996999769213017,0.81,1
0270-THENM,0,1,0,1,1,1.0,1,1,1,1,1,1,1,0,0,2,0,2,0.5134328358208955,0.5866085852757905,2.33,5
0274-JKUJR,0,1,0,1,1,0.09722222222222221,0,0,1,1,1,1,0,1,1,0,0,1,0.4039800995024876,0.05156935148857605,1.96,5
0274-VVQOQ,0,1,1,1,0,0.9027777777777777,1,1,2,0,1,1,0,1,1,1,1,2,0.8447761194029851,0.781635125778906,3.44,5
0277-BKSQP,0,1,0,1,1,0.1111111111111111,1,0,1,0,0,0,0,1,0,0,1,0,0.3597014925373134,0.052654050311562436,1.81,1
0277-ORXQS,0,1,0,1,1,0.9166666666666666,0,0,1,0,0,0,1,1,1,2,0,2,0.32139303482587056,0.38607777521347797,1.68,3
0278-YXOOG,1,1,0,0,0,0.06944444444444445,1,0,0,0,0,0,0,0,0,0,0,1,0.027860696517412936,0.010968151396261252,0.7,0
0280-XJGEX,1,1,0,0,0,0.6805555555555555,1,1,2,0,1,1,0,1,1,0,1,2,0.8502487562189055,0.578986845141934,3.46,5
